"X","paper_doi","paper_files","paper_comment","np_core","np_shell_1","np_shell_2","np_shell_3","np_hydro_size","np_zeta","syn_description","syn_method","syn_temp","syn_pH","syn_steer","syn_atm","syn_press","syn_surf","syn_doi","xrd_scherrer_size","xrd_crystallinity","xrd_fracs","xrd_files","emic_exp_type","emic_kV","emic_scan_regime","emic_interplanar_dist","emic_size","emic_x_size","emic_y_size","emic_z_size","emic_shape","emic_files","ads_method","ads_adsorbate","ads_pore_volume","ads_density","ads_pore_size","ads_surf_area","ads_files","tox_test_type","tox_cell_line","tox_gen_tox","tox_mtt_24","tox_mtt_48","tox_mtt_72","tox_lc50","tox_noec","tox_loes","tox_live_frac","tox_apopt_frac","tox_necr_frac","squid_temp","squid_h_max","squid_sat_mag","squid_coerc_f","squid_rem_mag","squid_orient","squid_h_bias","squid_files","zfc_temp_min","zfc_temp_max","zfc_h_meas","zfc_temp_block","zfc_files","htherm_method","htherm_relax","htherm_h_amplitude","htherm_amf_freq","htherm_sar","htherm_ilp","htherm_toxicity","htherm_files","magmech_mech","magmech_h_val","magmech_mag_grad","magmech_torque","magmech_wdist","magmech_mag_type","magmech_target","magmech_target_force","mri_h_val","mri_r1","mri_r2","dds_h_val","dds_mag_grad","dds_wdist","dds_mag_type","dds_vessel","dds_velocity","dds_accumulation","mep_mep_coef","mep_h_val","mep_h_opt","mep_epsilon","mep_piezo","mep_resist"
,"DOI: 10.1002/anie.201100562",,,"Fe","Fe3O4, y-Fe2O3","DMSA","",,,"The iron/iron oxide core/shell NPs were prepared by firstsynthesizing iron nanocrystals by decomposition of the ironprecursor [Fe(C5H5)(C6H7)], in the presence of oleylamine(OLA) stabilizing molecules. The non-carbonyl, sandwichcompound was chosen for its simple preparation and ease ofdecomposition compared to other more stable sandwichcompounds such as ferrocene. The synthesis was carried outin a closed reaction vessel under a mild hydrogen atmos-phere, at 1308C. The temperature required was lower than theusual temperature range (150–3008C) needed for decompo-sition of other iron precursors in previous studies. Once synthesized, the iron nanocrystals were exposed to air toallow oxidation of the surface, forming iron/iron oxide core/shell NPs","",,,,"",,"","",,"","",,"TEM",,"",,"16","16","16","16","Sphere","","","",,,,,,"","","",,,,,,,,,,"300","20","140","370","19",,,,,,,,,"",,,,,,,,,,,,,,,,"9.4",,"324",,,,,,,,,,,,,
,"https://doi.org/10.1038/nm1467",,,"MnFe2O4","","","",,,"Artificially engineered magnetic nanoparticles for ultra-sensitive molecular imaging","",,,,"",,"","https://patents.google.com/patent/US20080003159A1/en",,"","",,"HRTEM",,"",,"12","12","12","12","Sphere","","","",,,,,,"MTT","HeLa","","98",,,,,,,,,"300","50","110","0","0",,,,,,,,,"",,,,,,,,,,,,,,,,"1.5",,"358",,,,,,,,,,,,,
,"https://doi.org/10.1038/nm1467",,,"MnFe2O4","","","",,,"Artificially engineered magnetic nanoparticles for ultra-sensitive molecular imaging","",,,,"",,"","https://patents.google.com/patent/US20080003159A1/en",,"","",,"HRTEM",,"",,"9","9","9","9","Sphere","","","",,,,,,"MTT","HeLa","","98",,,,,,,,,"300","50","88","0","0",,,,,,,,,"",,,,,,,,,,,,,,,,"1.5",,"265",,,,,,,,,,,,,
,"https://doi.org/10.1038/nm1467",,,"MnFe2O4","","","",,,"Artificially engineered magnetic nanoparticles for ultra-sensitive molecular imaging","",,,,"",,"","https://patents.google.com/patent/US20080003159A1/en",,"","",,"HRTEM",,"",,"6","6","6","6","Sphere","","","",,,,,,"MTT","HeLa","","98",,,,,,,,,"300","50","62","0","0",,,,,,,,,"",,,,,,,,,,,,,,,,"1.5",,"208",,,,,,,,,,,,,
,"https://doi.org/10.1038/nm1467",,,"Fe3O4","","","",,,"Artificially engineered magnetic nanoparticles for ultra-sensitive molecular imaging","",,,,"",,"","https://patents.google.com/patent/US20080003159A1/en",,"","",,"HRTEM",,"",,"12","12","12","12","Sphere","","","",,,,,,"","","",,,,,,,,,,"300","50","101",,,,,,,,,,,"",,,,,,,,,,,,,,,,"1.5",,"218",,,,,,,,,,,,,
,"https://doi.org/10.1038/nm1467",,,"CoFe2O4","","","",,,"Artificially engineered magnetic nanoparticles for ultra-sensitive molecular imaging","",,,,"",,"","https://patents.google.com/patent/US20080003159A1/en",,"","",,"HRTEM",,"",,"12","12","12","12","sphere","","","",,,,,,"","","",,,,,,,,,,"300",,"99",,,,,,,,,,,"",,,,,,,,,,,,,,,,"1.5",,"172",,,,,,,,,,,,,
,"https://doi.org/10.1038/nm1467",,,"NiFe2O4","","","",,,"Artificially engineered magnetic nanoparticles for ultra-sensitive molecular imaging","",,,,"",,"","https://patents.google.com/patent/US20080003159A1/en",,"","",,"HRTEM",,"",,"12","12","12","12","sphere","","","",,,,,,"","","",,,,,,,,,,"300",,"85",,,,,,,,,,,"",,,,,,,,,,,,,,,,"1.5",,"152",,,,,,,,,,,,,
,"DOI: 10.1002/anie.200805149",,,"MnFe2O4","","","",,,"15 nm (ZnxMn1x)Fe2O4and (ZnxFe1x)Fe2O4(x=0, 0.1, 0.2, 0.3,0.4, and 0.8) nanoparticles were prepared following a slightlymodified procedure.[5a,11]A typical small-scale synthesis to produce(Zn0.4Mn0.6)Fe2O4nanoparticles is as follows: ZnCl2(0.03 g), MnCl2(0.04 g), and [Fe(acac)3] (0.353 g) were placed in a 50 mL three-neckround-bottom flask in the presence of surfactants (oleic acid andoleylamine) in octyl ether. The reaction mixture was heated at 3008Cfor 1 h and, after removing the heating source, the reaction productswere cooled to room temperature. Upon addition of ethanol, a blackpowder precipitated and was isolated by centrifugation. The isolatednanoparticles were dispersed in a solvent such as toluene. The typicalyield of nanoparticles was 40 mg. For large-scale synthesis, the sameprocedures were utilized in which the amounts of reagents used wereZnCl2(3.6 g), MnCl2(4.8 g), and [Fe(acac)3] (42.4 g) and the yield ofobtained nanoparticles was 9.8 g. (Zn0.4Fe0.6)Fe2O4nanoparticles wereobtained by using FeCl2instead of MnCl2under identical conditions.","Polyol",,,,"",,"","http://dx.doi.org/10.1021/ja0380852",,"Monocrystal","MnFe2O4",,"TEM",,"",,"15","15","15","15","sphere","","","",,,,,,"MTT","HeLa","","100",,,,,,,,,"300",,"125",,,,,,,,,,,"",,,,,,,,,,,,,,,,"4.5",,"422",,,,,,,,,,,,,
,"DOI: 10.1002/anie.200805149",,,"Zn0.1Mn0.9Fe2O4","","","",,,"15 nm (ZnxMn1x)Fe2O4and (ZnxFe1x)Fe2O4(x=0, 0.1, 0.2, 0.3,0.4, and 0.8) nanoparticles were prepared following a slightlymodified procedure.[5a,11]A typical small-scale synthesis to produce(Zn0.4Mn0.6)Fe2O4nanoparticles is as follows: ZnCl2(0.03 g), MnCl2(0.04 g), and [Fe(acac)3] (0.353 g) were placed in a 50 mL three-neckround-bottom flask in the presence of surfactants (oleic acid andoleylamine) in octyl ether. The reaction mixture was heated at 3008Cfor 1 h and, after removing the heating source, the reaction productswere cooled to room temperature. Upon addition of ethanol, a blackpowder precipitated and was isolated by centrifugation. The isolatednanoparticles were dispersed in a solvent such as toluene. The typicalyield of nanoparticles was 40 mg. For large-scale synthesis, the sameprocedures were utilized in which the amounts of reagents used wereZnCl2(3.6 g), MnCl2(4.8 g), and [Fe(acac)3] (42.4 g) and the yield ofobtained nanoparticles was 9.8 g. (Zn0.4Fe0.6)Fe2O4nanoparticles wereobtained by using FeCl2instead of MnCl2under identical conditions.","Polyol",,,,"",,"","http://dx.doi.org/10.1021/ja0380852",,"Monocrystal","",,"TEM",,"",,"15","15","15","15","Sphere","","","",,,,,,"MTT","HeLa","","100",,,,,,,,,"300",,"140",,,,,,,,,,,"",,,,,,,,,,,,,,,,"4.5",,"516",,,,,,,,,,,,,
,"DOI: 10.1002/anie.200805149",,,"Zn0.2Mn0.8Fe2O4","","","",,,"15 nm (ZnxMn1x)Fe2O4and (ZnxFe1x)Fe2O4(x=0, 0.1, 0.2, 0.3,0.4, and 0.8) nanoparticles were prepared following a slightlymodified procedure.[5a,11]A typical small-scale synthesis to produce(Zn0.4Mn0.6)Fe2O4nanoparticles is as follows: ZnCl2(0.03 g), MnCl2(0.04 g), and [Fe(acac)3] (0.353 g) were placed in a 50 mL three-neckround-bottom flask in the presence of surfactants (oleic acid andoleylamine) in octyl ether. The reaction mixture was heated at 3008Cfor 1 h and, after removing the heating source, the reaction productswere cooled to room temperature. Upon addition of ethanol, a blackpowder precipitated and was isolated by centrifugation. The isolatednanoparticles were dispersed in a solvent such as toluene. The typicalyield of nanoparticles was 40 mg. For large-scale synthesis, the sameprocedures were utilized in which the amounts of reagents used wereZnCl2(3.6 g), MnCl2(4.8 g), and [Fe(acac)3] (42.4 g) and the yield ofobtained nanoparticles was 9.8 g. (Zn0.4Fe0.6)Fe2O4nanoparticles wereobtained by using FeCl2instead of MnCl2under identical conditions.","Polyol",,,,"",,"","http://dx.doi.org/10.1021/ja0380852",,"Monocrystal","",,"TEM",,"",,"15","15","15","15","sphere","","","",,,,,,"MTT","HeLa","","100",,,,,,,,,"300",,"154",,,,,,,,,,,"",,,,,,,,,,,,,,,,"4.5",,"637",,,,,,,,,,,,,
,"DOI: 10.1002/anie.200805149",,,"Zn0.3Mn0.7Fe2O4","","","",,,"15 nm (ZnxMn1x)Fe2O4and (ZnxFe1x)Fe2O4(x=0, 0.1, 0.2, 0.3,0.4, and 0.8) nanoparticles were prepared following a slightlymodified procedure.[5a,11]A typical small-scale synthesis to produce(Zn0.4Mn0.6)Fe2O4nanoparticles is as follows: ZnCl2(0.03 g), MnCl2(0.04 g), and [Fe(acac)3] (0.353 g) were placed in a 50 mL three-neckround-bottom flask in the presence of surfactants (oleic acid andoleylamine) in octyl ether. The reaction mixture was heated at 3008Cfor 1 h and, after removing the heating source, the reaction productswere cooled to room temperature. Upon addition of ethanol, a blackpowder precipitated and was isolated by centrifugation. The isolatednanoparticles were dispersed in a solvent such as toluene. The typicalyield of nanoparticles was 40 mg. For large-scale synthesis, the sameprocedures were utilized in which the amounts of reagents used wereZnCl2(3.6 g), MnCl2(4.8 g), and [Fe(acac)3] (42.4 g) and the yield ofobtained nanoparticles was 9.8 g. (Zn0.4Fe0.6)Fe2O4nanoparticles wereobtained by using FeCl2instead of MnCl2under identical conditions.","Polyol",,,,"",,"","http://dx.doi.org/10.1021/ja0380852",,"Monocrystal","",,"TEM",,"",,"15","15","15","15","Sphere","","","",,,,,,"MTT","HeLa","","100",,,,,,,,,"300",,"166",,,,,,,,,,,"",,,,,,,,,,,,,,,,"4.5",,"754",,,,,,,,,,,,,
,"DOI: 10.1002/anie.200805149",,,"Zn0.4Mn0.6Fe2O4","","","","17",,"15 nm (ZnxMn1x)Fe2O4and (ZnxFe1x)Fe2O4(x=0, 0.1, 0.2, 0.3,0.4, and 0.8) nanoparticles were prepared following a slightlymodified procedure.[5a,11]A typical small-scale synthesis to produce(Zn0.4Mn0.6)Fe2O4nanoparticles is as follows: ZnCl2(0.03 g), MnCl2(0.04 g), and [Fe(acac)3] (0.353 g) were placed in a 50 mL three-neckround-bottom flask in the presence of surfactants (oleic acid andoleylamine) in octyl ether. The reaction mixture was heated at 3008Cfor 1 h and, after removing the heating source, the reaction productswere cooled to room temperature. Upon addition of ethanol, a blackpowder precipitated and was isolated by centrifugation. The isolatednanoparticles were dispersed in a solvent such as toluene. The typicalyield of nanoparticles was 40 mg. For large-scale synthesis, the sameprocedures were utilized in which the amounts of reagents used wereZnCl2(3.6 g), MnCl2(4.8 g), and [Fe(acac)3] (42.4 g) and the yield ofobtained nanoparticles was 9.8 g. (Zn0.4Fe0.6)Fe2O4nanoparticles wereobtained by using FeCl2instead of MnCl2under identical conditions.","Polyol",,,,"",,"","http://dx.doi.org/10.1021/ja0380852",,"Monocrystal","",,"TEM",,"",,"15","15","15","15","Sphere","","","",,,,,,"MTT","HeLa","","100",,,,,,,,,"300",,"175",,,,,,,,,,,"SLP measurements and in vitro hyperthermia experimentalmethods: The sample of nanoparticles ((Zn0.4Mn0.6)Fe2O4or Feridex,5mgmL1) was placed inside a water-cooled copper coil whichproduced an alternating magnetic field in the frequency range of500 kHz with an amplitude of up to 3.7 kAm1. The temperature wasmeasured with a thermometer (TES-1307) placed in the center of thesample. In order to compare cell extinction effects, HeLa cells (1  106cells), which were treated with (Zn0.4Mn0.6)Fe2O4nanoparticles andFeridex (0.5 mgmL1), respectively, were heated for 10 min",,"46.5","0.5","432",,"84.4",,,,,,,,,,"4.5",,"860",,,,,,,,,,,,,
,"DOI: 10.1002/anie.200805149",,,"Zn0.8Mn0.2Fe2O4","","","",,,"15 nm (ZnxMn1x)Fe2O4and (ZnxFe1x)Fe2O4(x=0, 0.1, 0.2, 0.3,0.4, and 0.8) nanoparticles were prepared following a slightlymodified procedure.[5a,11]A typical small-scale synthesis to produce(Zn0.4Mn0.6)Fe2O4nanoparticles is as follows: ZnCl2(0.03 g), MnCl2(0.04 g), and [Fe(acac)3] (0.353 g) were placed in a 50 mL three-neckround-bottom flask in the presence of surfactants (oleic acid andoleylamine) in octyl ether. The reaction mixture was heated at 3008Cfor 1 h and, after removing the heating source, the reaction productswere cooled to room temperature. Upon addition of ethanol, a blackpowder precipitated and was isolated by centrifugation. The isolatednanoparticles were dispersed in a solvent such as toluene. The typicalyield of nanoparticles was 40 mg. For large-scale synthesis, the sameprocedures were utilized in which the amounts of reagents used wereZnCl2(3.6 g), MnCl2(4.8 g), and [Fe(acac)3] (42.4 g) and the yield ofobtained nanoparticles was 9.8 g. (Zn0.4Fe0.6)Fe2O4nanoparticles wereobtained by using FeCl2instead of MnCl2under identical conditions.","Polyol",,,,"",,"","http://dx.doi.org/10.1021/ja0380852",,"Monocrystal","",,"TEM",,"",,"15","15","15","15","Sphere","","","",,,,,,"MTT","HeLa","","100",,,,,,,,,"300",,"137",,,,,,,,,,,"",,,,,,,,,,,,,,,,"4.5",,"388",,,,,,,,,,,,,
,"DOI: 10.1002/anie.200805149",,,"Zn0.1Fe0.9Fe2O4","","","",,,"15 nm (ZnxMn1x)Fe2O4and (ZnxFe1x)Fe2O4(x=0, 0.1, 0.2, 0.3,0.4, and 0.8) nanoparticles were prepared following a slightlymodified procedure.[5a,11]A typical small-scale synthesis to produce(Zn0.4Mn0.6)Fe2O4nanoparticles is as follows: ZnCl2(0.03 g), MnCl2(0.04 g), and [Fe(acac)3] (0.353 g) were placed in a 50 mL three-neckround-bottom flask in the presence of surfactants (oleic acid andoleylamine) in octyl ether. The reaction mixture was heated at 3008Cfor 1 h and, after removing the heating source, the reaction productswere cooled to room temperature. Upon addition of ethanol, a blackpowder precipitated and was isolated by centrifugation. The isolatednanoparticles were dispersed in a solvent such as toluene. The typicalyield of nanoparticles was 40 mg. For large-scale synthesis, the sameprocedures were utilized in which the amounts of reagents used wereZnCl2(3.6 g), MnCl2(4.8 g), and [Fe(acac)3] (42.4 g) and the yield ofobtained nanoparticles was 9.8 g. (Zn0.4Fe0.6)Fe2O4nanoparticles wereobtained by using FeCl2instead of MnCl2under identical conditions.","Polyol",,,,"",,"","http://dx.doi.org/10.1021/ja0380852",,"Monocrystal","",,"TEM",,"",,"15","15","15","15","Sphere","","","",,,,,,"MTT","HeLa","","100",,,,,,,,,"300",,"126",,,,,,,,,,,"",,,,,,,,,,,,,,,,"4.5",,"397",,,,,,,,,,,,,
,"DOI: 10.1002/anie.200805149",,,"Zn0.2Fe0.8Fe2O4","","","",,,"15 nm (ZnxMn1x)Fe2O4and (ZnxFe1x)Fe2O4(x=0, 0.1, 0.2, 0.3,0.4, and 0.8) nanoparticles were prepared following a slightlymodified procedure.[5a,11]A typical small-scale synthesis to produce(Zn0.4Mn0.6)Fe2O4nanoparticles is as follows: ZnCl2(0.03 g), MnCl2(0.04 g), and [Fe(acac)3] (0.353 g) were placed in a 50 mL three-neckround-bottom flask in the presence of surfactants (oleic acid andoleylamine) in octyl ether. The reaction mixture was heated at 3008Cfor 1 h and, after removing the heating source, the reaction productswere cooled to room temperature. Upon addition of ethanol, a blackpowder precipitated and was isolated by centrifugation. The isolatednanoparticles were dispersed in a solvent such as toluene. The typicalyield of nanoparticles was 40 mg. For large-scale synthesis, the sameprocedures were utilized in which the amounts of reagents used wereZnCl2(3.6 g), MnCl2(4.8 g), and [Fe(acac)3] (42.4 g) and the yield ofobtained nanoparticles was 9.8 g. (Zn0.4Fe0.6)Fe2O4nanoparticles wereobtained by using FeCl2instead of MnCl2under identical conditions.","Polyol",,,,"",,"","http://dx.doi.org/10.1021/ja0380852",,"Monocrystal","",,"TEM",,"",,"15","15","15","15","Sphere","","","",,,,,,"MTT","HeLa","","100",,,,,,,,,"300",,"140",,,,,,,,,,,"",,,,,,,,,,,,,,,,"4.5",,"466",,,,,,,,,,,,,
